"chimp_id","year","network_sex","behavior","network_type","bt","ec","deg","trans","sex","mother_id","father_id","dobc","dfs","dls","age_mid_year","avg_rank","rank_class","days_cycling","days_obs","prop_cyc"
"PG",2012,"male","total_grooming","undirected",0.410714285714286,0.860303629883207,8,0.892857142857143,"M","PU",NA,1988-11-11,1988-12-24,2013-05-24,23.6358658453114,0.635441061784153,"med",NA,NA,NA
"ST",2012,"male","total_grooming","undirected",0.410714285714286,0.750366719352712,7,0.857142857142857,"M",NA,NA,1955-07-02,1983-07-02,2013-06-01,56.9993155373032,0.48250065065847,"med",NA,NA,NA
"TJ",2012,"male","total_grooming","undirected",0.410714285714286,0.743856648106251,7,0.857142857142857,"M","TG","AJ",1995-08-13,1995-08-13,NA,16.8843258042437,0.450884725453552,"med",NA,NA,NA
"TU",2012,"male","total_grooming","undirected",1.31071428571429,0.92059173935101,9,0.805555555555556,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,51.9972621492129,0.554774915081967,"med",NA,NA,NA
"YB",2012,"male","total_grooming","undirected",1.9297619047619,1,10,0.777777777777778,"M",NA,NA,1973-07-02,1983-07-02,NA,38.9979466119097,0.400286234871585,"med",NA,NA,NA
"AJ",2013,"male","total_grooming","undirected",0.9,0.903260734513897,6,0.733333333333333,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,38.9979466119097,0.889062170660274,"hi",NA,NA,NA
"BB",2013,"male","total_grooming","undirected",0.983333333333333,0.771222440868153,5,0.7,"M",NA,NA,1966-07-02,1983-07-02,NA,46.9979466119097,0.870489236827397,"hi",NA,NA,NA
"ES",2013,"male","total_grooming","undirected",4.3,0.810963691326452,6,0.533333333333333,"M","EK","AJ",1994-07-02,1996-03-03,NA,18.9979466119097,0.855763460189041,"hi",NA,NA,NA
"LK",2013,"male","total_grooming","undirected",2.38333333333333,1,7,0.666666666666667,"M","LP",NA,1983-07-02,1983-07-02,NA,29.9986310746064,0.83163881769863,"hi",NA,NA,NA
"MX",2013,"male","total_grooming","undirected",0,0.277919053048039,2,1,"M","MU","SL",1998-01-15,1999-01-09,NA,15.4579055441478,0,"lo",NA,NA,NA
"PB",2013,"male","total_grooming","undirected",2.6,0.707640798275588,5,0.6,"M","PU",NA,1995-01-24,1995-02-24,NA,18.4339493497604,0.466358572871233,"med",NA,NA,NA
"TJ",2013,"male","total_grooming","undirected",0.983333333333333,0.771222440868153,5,0.7,"M","TG","AJ",1995-08-13,1995-08-13,NA,17.8836413415469,0.671363340073973,"hi",NA,NA,NA
"TU",2013,"male","total_grooming","undirected",1.65,0.874545333919017,6,0.666666666666667,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,52.9965776865161,0.569071704208219,"med",NA,NA,NA
"YB",2013,"male","total_grooming","undirected",0.2,0.625341681465858,4,0.833333333333333,"M",NA,NA,1973-07-02,1983-07-02,NA,39.9972621492129,0.390142505986301,"med",NA,NA,NA
"AJ",2014,"male","total_grooming","undirected",0,0.726835616968154,4,1,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,39.9972621492129,0.771978021833333,"hi",NA,NA,NA
"BB",2014,"male","total_grooming","undirected",0.5,1,6,0.866666666666667,"M",NA,NA,1966-07-02,1983-07-02,NA,47.9972621492129,0.847031963279452,"hi",NA,NA,NA
"ES",2014,"male","total_grooming","undirected",0.5,1,6,0.866666666666667,"M","EK","AJ",1994-07-02,1996-03-03,NA,19.9972621492129,1,"hi",NA,NA,NA
"LK",2014,"male","total_grooming","undirected",0.5,1,6,0.866666666666667,"M","LP",NA,1983-07-02,1983-07-02,NA,30.9979466119097,0.915251643443836,"hi",NA,NA,NA
"MX",2014,"male","total_grooming","undirected",0,0,0,0,"M","MU","SL",1998-01-15,1999-01-09,NA,16.4572210814511,0,"lo",NA,NA,NA
"PB",2014,"male","total_grooming","undirected",0,0.888236008843411,5,1,"M","PU",NA,1995-01-24,1995-02-24,NA,19.4332648870637,0.633684580189041,"med",NA,NA,NA
"TJ",2014,"male","total_grooming","undirected",0.5,1,6,0.866666666666667,"M","TG","AJ",1995-08-13,1995-08-13,NA,18.8829568788501,0.719802799769863,"hi",NA,NA,NA
"YB",2014,"male","total_grooming","undirected",0,0.888236008843411,5,1,"M",NA,NA,1973-07-02,1983-07-02,NA,40.9965776865161,0.554250087454795,"med",NA,NA,NA
"AT",2015,"male","total_grooming","undirected",1,0.755361132311021,5,0.7,"M","AL",NA,1999-11-02,1999-11-04,NA,15.6605065023956,0.560481527512329,"med",NA,NA,NA
"BB",2015,"male","total_grooming","undirected",1.08333333333333,0.900353187006465,6,0.733333333333333,"M",NA,NA,1966-07-02,1983-07-02,NA,48.9965776865161,0.892507264621918,"hi",NA,NA,NA
"ES",2015,"male","total_grooming","undirected",0.25,0.637244201046004,4,0.833333333333333,"M","EK","AJ",1994-07-02,1996-03-03,NA,20.9965776865161,1,"hi",NA,NA,NA
"LK",2015,"male","total_grooming","undirected",2.16666666666667,1,7,0.666666666666667,"M","LP",NA,1983-07-02,1983-07-02,NA,31.9972621492129,0.722125363169863,"hi",NA,NA,NA
"MX",2015,"male","total_grooming","undirected",0.25,0.637244201046004,4,0.833333333333333,"M","MU","SL",1998-01-15,1999-01-09,NA,17.4565366187543,0.0586135325013699,"lo",NA,NA,NA
"PB",2015,"male","total_grooming","undirected",0.583333333333333,0.782236255741448,5,0.8,"M","PU",NA,1995-01-24,1995-02-24,NA,20.4325804243669,0.699398090684932,"med",NA,NA,NA
"TJ",2015,"male","total_grooming","undirected",0.583333333333333,0.782236255741448,5,0.8,"M","TG","AJ",1995-08-13,1995-08-13,NA,19.8822724161533,0.838210875742466,"hi",NA,NA,NA
"YB",2015,"male","total_grooming","undirected",1.08333333333333,0.900353187006465,6,0.733333333333333,"M",NA,NA,1973-07-02,1983-07-02,NA,41.9958932238193,0.533810709709589,"med",NA,NA,NA
"AT",2016,"male","total_grooming","undirected",0.452380952380952,1,9,0.916666666666667,"M","AL",NA,1999-11-02,1999-11-04,NA,16.662559890486,0.683515482961749,"med",NA,NA,NA
"BB",2016,"male","total_grooming","undirected",0.142857142857143,0.913641374396599,8,0.964285714285714,"M",NA,NA,1966-07-02,1983-07-02,NA,49.9986310746064,0.788023679265027,"hi",NA,NA,NA
"ES",2016,"male","total_grooming","undirected",0.452380952380952,1,9,0.916666666666667,"M","EK","AJ",1994-07-02,1996-03-03,NA,21.9986310746064,1,"hi",NA,NA,NA
"LK",2016,"male","total_grooming","undirected",0.452380952380952,1,9,0.916666666666667,"M","LP",NA,1983-07-02,1983-07-02,NA,32.9993155373032,0.583333333,"med",NA,NA,NA
"MX",2016,"male","total_grooming","undirected",0,0.817076605768745,7,1,"M","MU","SL",1998-01-15,1999-01-09,NA,18.4585900068446,0.122495446284153,"lo",NA,NA,NA
"OG",2016,"male","total_grooming","undirected",0.452380952380952,1,9,0.916666666666667,"M","OU","MS",2001-04-05,2001-04-12,NA,15.2388774811773,0.350182149163934,"lo",NA,NA,NA
"PB",2016,"male","total_grooming","undirected",0.452380952380952,1,9,0.916666666666667,"M","PU",NA,1995-01-24,1995-02-24,NA,21.4346338124572,0.78301457181694,"hi",NA,NA,NA
"TJ",2016,"male","total_grooming","undirected",0.142857142857143,0.9136413743966,8,0.964285714285714,"M","TG","AJ",1995-08-13,1995-08-13,NA,20.8843258042437,0.916666667,"hi",NA,NA,NA
"TT",2016,"male","total_grooming","undirected",0,0.817076605768745,7,1,"M","TG","AJ",2000-11-03,2000-11-08,NA,15.6577686516085,0.399817850836066,"med",NA,NA,NA
"YB",2016,"male","total_grooming","undirected",0.452380952380952,1,9,0.916666666666667,"M",NA,NA,1973-07-02,1983-07-02,NA,42.9979466119097,0.5,"med",NA,NA,NA
"AT",2017,"male","total_grooming","undirected",0.452380952380952,1,9,0.916666666666667,"M","AL",NA,1999-11-02,1999-11-04,NA,17.6618754277892,0.865949119284932,"hi",NA,NA,NA
"BB",2017,"male","total_grooming","undirected",0.142857142857143,0.9136413743966,8,0.964285714285714,"M",NA,NA,1966-07-02,1983-07-02,NA,50.9979466119097,0.66087109259726,"hi",NA,NA,NA
"ES",2017,"male","total_grooming","undirected",0.452380952380952,0.999999999999999,9,0.916666666666667,"M","EK","AJ",1994-07-02,1996-03-03,NA,22.9979466119097,1,"hi",NA,NA,NA
"LK",2017,"male","total_grooming","undirected",0.452380952380952,1,9,0.916666666666667,"M","LP",NA,1983-07-02,1983-07-02,NA,33.9986310746064,0.55484720730137,"med",NA,NA,NA
"MX",2017,"male","total_grooming","undirected",0,0.817076605768745,7,1,"M","MU","SL",1998-01-15,1999-01-09,NA,19.4579055441478,0.186527171580822,"lo",NA,NA,NA
"OG",2017,"male","total_grooming","undirected",0.452380952380952,1,9,0.916666666666667,"M","OU","MS",2001-04-05,2001-04-12,NA,16.2381930184805,0.629431983561644,"med",NA,NA,NA
"PB",2017,"male","total_grooming","undirected",0.452380952380952,0.999999999999999,9,0.916666666666667,"M","PU",NA,1995-01-24,1995-02-24,NA,22.4339493497604,0.744375031315068,"hi",NA,NA,NA
"TJ",2017,"male","total_grooming","undirected",0,0.817076605768745,7,1,"M","TG","AJ",1995-08-13,1995-08-13,NA,21.8836413415469,0.871993075575342,"hi",NA,NA,NA
"TT",2017,"male","total_grooming","undirected",0.142857142857143,0.9136413743966,8,0.964285714285714,"M","TG","AJ",2000-11-03,2000-11-08,NA,16.6570841889117,0.403143659860274,"med",NA,NA,NA
"YB",2017,"male","total_grooming","undirected",0.452380952380952,1,9,0.916666666666667,"M",NA,NA,1973-07-02,1983-07-02,NA,43.9972621492129,0.429978925446575,"med",NA,NA,NA
"AJ",2010,"any_combo","total_grooming","undirected",15.2861471861472,0.719084524703674,11,0.636363636363636,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,35.9972621492129,0.723051332009589,"hi",NA,NA,NA
"AL",2010,"any_combo","total_grooming","undirected",0.0666666666666667,0.303390533165632,4,0.833333333333333,"F",NA,NA,1981-04-24,1994-04-21,NA,29.1854893908282,0.544064839241096,"med",0,363,0
"BB",2010,"any_combo","total_grooming","undirected",8.76836219336219,0.970545492286553,15,0.638095238095238,"M",NA,NA,1966-07-02,1983-07-02,NA,43.9972621492129,0.817528225156164,"hi",NA,NA,NA
"BL",2010,"any_combo","total_grooming","undirected",23,0.147063597582806,3,0.333333333333333,"F",NA,NA,1960-07-02,1993-05-24,2016-06-04,49.9958932238193,0.701946683320548,"hi",15,226,0.0663716814159292
"BU",2010,"any_combo","total_grooming","undirected",0,0.0124901926077887,1,0,"F","BL",NA,1998-01-03,1998-01-05,2011-04-15,12.4900752908966,0.0239726025958904,"lo",72,184,0.391304347826087
"ES",2010,"any_combo","total_grooming","undirected",1.70919913419913,0.459378717161796,7,0.571428571428571,"M","EK","AJ",1994-07-02,1996-03-03,NA,15.9972621492129,0.350666867552055,"med",NA,NA,NA
"KK",2010,"any_combo","total_grooming","undirected",4.71121933621934,0.957214181121767,14,0.714285714285714,"M","KL",NA,1985-07-15,1985-07-02,2013-05-24,24.9609856262834,1,"hi",NA,NA,NA
"LK",2010,"any_combo","total_grooming","undirected",53.3032106782107,1,18,0.42483660130719,"M","LP",NA,1983-07-02,1983-07-02,NA,26.9979466119097,0.912625319830137,"hi",NA,NA,NA
"LN",2010,"any_combo","total_grooming","undirected",0,4.94255756604654e-18,0,0,"F",NA,"Tyner (Ngogo)",1995-08-17,2008-08-13,NA,14.8720054757016,0,"lo",24,42,0.571428571428571
"LR",2010,"any_combo","total_grooming","undirected",2.38773448773449,0.760699477113506,11,0.745454545454545,"F","LP",NA,1989-05-15,1989-06-16,2013-05-25,21.1279945242984,0.939898457838356,"hi",8,307,0.0260586319218241
"ML",2010,"any_combo","total_grooming","undirected",0,0.0155386281821514,1,0,"F",NA,NA,1996-01-18,2009-01-14,NA,14.4503764544832,0.48958152469526,"med",42,161,0.260869565217391
"MS",2010,"any_combo","total_grooming","undirected",1.65721500721501,0.799357472884826,11,0.818181818181818,"M","FG",NA,1975-07-02,1983-07-02,2010-10-29,34.9979466119097,0.828304528971514,"hi",NA,NA,NA
"MU",2010,"any_combo","total_grooming","undirected",0.0666666666666667,0.164623496578785,2,0,"F",NA,NA,1970-07-02,1990-02-02,2014-04-29,39.9972621492129,0.325560284460274,"med",0,76,0
"OT",2010,"any_combo","total_grooming","undirected",0,0.136031015612619,2,1,"F","OU","ST",1998-02-13,1998-02-13,NA,12.3778234086242,0.194383016198142,"lo",0,337,0
"OU",2010,"any_combo","total_grooming","undirected",7.85454545454545,0.66334281249753,10,0.666666666666667,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,30.5462012320329,0.981470470247945,"hi",0,418,0
"PB",2010,"any_combo","total_grooming","undirected",58.18556998557,0.938330689827769,18,0.359477124183007,"M","PU",NA,1995-01-24,1995-02-24,NA,15.4332648870637,0.264272166346575,"lo",NA,NA,NA
"PG",2010,"any_combo","total_grooming","undirected",21.9361471861472,0.940302006285996,15,0.59047619047619,"M","PU",NA,1988-11-11,1988-12-24,2013-05-24,21.6344969199179,0.625560740508219,"med",NA,NA,NA
"QT",2010,"any_combo","total_grooming","undirected",0.282575757575758,0.592470737618722,8,0.892857142857143,"F",NA,NA,1992-06-20,2005-06-17,NA,18.0287474332649,0.211021855053425,"lo",0,461,0
"RD",2010,"any_combo","total_grooming","undirected",2.54285714285714,0.260022493751225,4,0.666666666666667,"F",NA,NA,1995-10-16,2008-10-12,2017-01-13,14.7077344284736,0.204393002028419,"lo",71,152,0.467105263157895
"ST",2010,"any_combo","total_grooming","undirected",1.88701298701299,0.794993899190268,11,0.818181818181818,"M",NA,NA,1955-07-02,1983-07-02,2013-06-01,54.9979466119097,0.470200210821918,"med",NA,NA,NA
"TG",2010,"any_combo","total_grooming","undirected",3.81190476190476,0.807690525995912,12,0.681818181818182,"F",NA,NA,1980-05-17,1993-05-14,NA,30.1218343600274,0.842509545064384,"hi",0,397,0
"TU",2010,"any_combo","total_grooming","undirected",1.35833333333333,0.549727032903473,8,0.785714285714286,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,49.9958932238193,0.59687942170137,"med",NA,NA,NA
"UM",2010,"any_combo","total_grooming","undirected",2.69844877344877,0.772090921744245,11,0.763636363636364,"F",NA,NA,1982-12-31,1995-12-28,NA,27.4989733059548,0.5976632953,"med",52,136,0.382352941176471
"WA",2010,"any_combo","total_grooming","undirected",23,0.182956871341099,4,0.5,"F",NA,NA,1991-11-29,2004-11-25,NA,18.5872689938398,0.0583840816082192,"lo",14,115,0.121739130434783
"WL",2010,"any_combo","total_grooming","undirected",1.82821067821068,0.609790560480217,9,0.722222222222222,"F",NA,NA,1992-10-27,2005-10-24,NA,17.6755646817248,0.741063730778082,"hi",3,456,0.00657894736842105
"YB",2010,"any_combo","total_grooming","undirected",3.65797258297258,0.96191607524312,14,0.725274725274725,"M",NA,NA,1973-07-02,1983-07-02,NA,36.9965776865161,0.449632696439726,"med",NA,NA,NA
"AJ",2011,"any_combo","total_grooming","undirected",2.0234126984127,0.776288463370455,10,0.777777777777778,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,36.9965776865161,0.830528375750685,"hi",NA,NA,NA
"AL",2011,"any_combo","total_grooming","undirected",3.1,0.149060498980995,3,0.333333333333333,"F",NA,NA,1981-04-24,1994-04-21,NA,30.1848049281314,0.685827186216438,"hi",0,161,0
"BB",2011,"any_combo","total_grooming","undirected",1.1959706959707,0.656665674336945,8,0.857142857142857,"M",NA,NA,1966-07-02,1983-07-02,NA,44.9965776865161,0.813111546109589,"hi",NA,NA,NA
"BL",2011,"any_combo","total_grooming","undirected",0,0.0750904593057894,1,0,"F",NA,NA,1960-07-02,1993-05-24,2016-06-04,50.9952087611225,0.610660343887671,"med",0,121,0
"ES",2011,"any_combo","total_grooming","undirected",3.13730158730159,0.573215130811232,8,0.642857142857143,"M","EK","AJ",1994-07-02,1996-03-03,NA,16.9965776865161,0.61487279839452,"med",NA,NA,NA
"KK",2011,"any_combo","total_grooming","undirected",6.33208180708181,0.746780941963754,10,0.666666666666667,"M","KL",NA,1985-07-15,1985-07-02,2013-05-24,25.9603011635866,1,"hi",NA,NA,NA
"LK",2011,"any_combo","total_grooming","undirected",23.2752747252747,1,15,0.533333333333333,"M","LP",NA,1983-07-02,1983-07-02,NA,27.9972621492129,0.928571429,"hi",NA,NA,NA
"LN",2011,"any_combo","total_grooming","undirected",4.8984126984127,0.0627685651696548,3,0,"F",NA,"Tyner (Ngogo)",1995-08-17,2008-08-13,NA,15.8713210130048,0.156374502143426,"lo",84,152,0.552631578947368
"LR",2011,"any_combo","total_grooming","undirected",26.6836080586081,0.897065082008852,13,0.551282051282051,"F","LP",NA,1989-05-15,1989-06-16,2013-05-25,22.1273100616016,0.923287671208219,"hi",0,214,0
"ML",2011,"any_combo","total_grooming","undirected",0,0.23076739782106,3,1,"F",NA,NA,1996-01-18,2009-01-14,NA,15.4496919917864,0.423393045693151,"med",38,201,0.189054726368159
"MU",2011,"any_combo","total_grooming","undirected",3.90833333333333,0.0813928199093415,2,0,"F",NA,NA,1970-07-02,1990-02-02,2014-04-29,40.9965776865161,0.325974710490411,"lo",0,149,0
"OT",2011,"any_combo","total_grooming","undirected",0.333333333333333,0.108770423732332,2,0,"F","OU","ST",1998-02-13,1998-02-13,NA,13.3771389459274,0.225079030750685,"lo",42,182,0.230769230769231
"OU",2011,"any_combo","total_grooming","undirected",6.68717948717949,0.186237486670873,4,0.166666666666667,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,31.5455167693361,1,"hi",18,194,0.0927835051546392
"PB",2011,"any_combo","total_grooming","undirected",26.260927960928,0.452525749982871,9,0.305555555555556,"M","PU",NA,1995-01-24,1995-02-24,NA,16.4325804243669,0.285714286,"lo",NA,NA,NA
"PG",2011,"any_combo","total_grooming","undirected",51.7792735042735,0.845809645329011,15,0.361904761904762,"M","PU",NA,1988-11-11,1988-12-24,2013-05-24,22.6338124572211,0.683365949019178,"hi",NA,NA,NA
"PO",2011,"any_combo","total_grooming","undirected",0,2.26172808272588e-17,0,0,"F",NA,NA,1998-03-04,2011-03-01,NA,13.3251197809719,0,"lo",4,39,0.102564102564103
"QT",2011,"any_combo","total_grooming","undirected",0.642857142857143,0.18252136202588,3,0.333333333333333,"F",NA,NA,1992-06-20,2005-06-17,NA,19.0280629705681,0.398577450334247,"med",0,189,0
"RD",2011,"any_combo","total_grooming","undirected",2.18611111111111,0.0912269940154841,2,0,"F",NA,NA,1995-10-16,2008-10-12,2017-01-13,15.7070499657769,0.0939409906,"lo",19,87,0.218390804597701
"ST",2011,"any_combo","total_grooming","undirected",48.2769230769231,0.747865868845762,12,0.46969696969697,"M",NA,NA,1955-07-02,1983-07-02,2013-06-01,55.9972621492129,0.497847358134247,"med",NA,NA,NA
"TG",2011,"any_combo","total_grooming","undirected",1.00470085470085,0.654219113916198,8,0.821428571428571,"F",NA,NA,1980-05-17,1993-05-14,NA,31.1211498973306,0.846575342306849,"hi",8,173,0.046242774566474
"TJ",2011,"any_combo","total_grooming","undirected",21.1685286935287,0.84914150705317,13,0.474358974358974,"M","TG","AJ",1995-08-13,1995-08-13,NA,15.8822724161533,0.357142857,"med",NA,NA,NA
"TU",2011,"any_combo","total_grooming","undirected",3.08446275946276,0.775984448420145,10,0.755555555555556,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,50.9952087611225,0.596477494879452,"med",NA,NA,NA
"UM",2011,"any_combo","total_grooming","undirected",12.5797008547009,0.605535291884373,9,0.527777777777778,"F",NA,NA,1982-12-31,1995-12-28,NA,28.498288843258,0.582946961312329,"med",0,88,0
"WA",2011,"any_combo","total_grooming","undirected",0.908333333333333,0.349455929243562,5,0.7,"F",NA,NA,1991-11-29,2004-11-25,NA,19.5865845311431,0.0012644889369863,"lo",44,130,0.338461538461538
"WL",2011,"any_combo","total_grooming","undirected",3.30277777777778,0.366482497274982,6,0.466666666666667,"F",NA,NA,1992-10-27,2005-10-24,NA,18.6748802190281,0.743888303271233,"hi",0,180,0
"YB",2011,"any_combo","total_grooming","undirected",2.23049450549451,0.798212241027143,10,0.822222222222222,"M",NA,NA,1973-07-02,1983-07-02,NA,37.9958932238193,0.466144814293151,"med",NA,NA,NA
"AJ",2012,"any_combo","total_grooming","undirected",11.7952380952381,0.740732293669516,13,0.564102564102564,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,37.9986310746064,0.884400208125683,"hi",NA,NA,NA
"AL",2012,"any_combo","total_grooming","undirected",0,0.242087932559883,3,1,"F",NA,NA,1981-04-24,1994-04-21,NA,31.1868583162218,0.658725154625683,"med",0,120,0
"BB",2012,"any_combo","total_grooming","undirected",0.952380952380952,0.740784168772746,11,0.854545454545454,"M",NA,NA,1966-07-02,1983-07-02,NA,45.9986310746064,0.787861046300547,"hi",NA,NA,NA
"BL",2012,"any_combo","total_grooming","undirected",0,0.0735465887496763,1,0,"F",NA,NA,1960-07-02,1993-05-24,2016-06-04,51.9972621492129,0.682744850461749,"hi",0,89,0
"ES",2012,"any_combo","total_grooming","undirected",2.98730158730159,0.487610957289426,8,0.571428571428571,"M","EK","AJ",1994-07-02,1996-03-03,NA,17.9986310746064,0.717148061117486,"hi",NA,NA,NA
"KK",2012,"any_combo","total_grooming","undirected",11.875,0.708145846038627,13,0.5,"M","KL",NA,1985-07-15,1985-07-02,2013-05-24,26.9623545516769,1,"hi",NA,NA,NA
"LK",2012,"any_combo","total_grooming","undirected",20.2369047619048,0.877963775321633,16,0.508333333333333,"M","LP",NA,1983-07-02,1983-07-02,NA,28.9993155373032,0.903460838174863,"hi",NA,NA,NA
"LN",2012,"any_combo","total_grooming","undirected",0.825,0.305141560981903,5,0.6,"F",NA,"Tyner (Ngogo)",1995-08-17,2008-08-13,NA,16.8733744010951,0.166636642071038,"lo",27,151,0.178807947019868
"LR",2012,"any_combo","total_grooming","undirected",3.80634920634921,0.759970438331464,12,0.727272727272727,"F","LP",NA,1989-05-15,1989-06-16,2013-05-25,23.129363449692,0.854710862762295,"hi",0,188,0
"ML",2012,"any_combo","total_grooming","undirected",2.10952380952381,0.403237811978599,7,0.619047619047619,"F",NA,NA,1996-01-18,2009-01-14,NA,16.4517453798768,0.414640005218579,"med",0,134,0
"MU",2012,"any_combo","total_grooming","undirected",0.0833333333333333,0.148414212410475,2,0,"F",NA,NA,1970-07-02,1990-02-02,2014-04-29,41.9986310746064,0.341470005404372,"med",0,49,0
"NP",2012,"any_combo","total_grooming","undirected",4.75119047619047,0.473480928942455,9,0.5,"F","NL","LK",2000-02-09,2000-02-11,NA,12.3915126625599,0,"lo",0,71,0
"OT",2012,"any_combo","total_grooming","undirected",1.24444444444444,0.276084150700101,5,0.4,"F","OU","ST",1998-02-13,1998-02-13,NA,14.3791923340178,0.268300006273224,"lo",0,138,0
"OU",2012,"any_combo","total_grooming","undirected",1.23333333333333,0.377444546750876,6,0.733333333333333,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,32.5475701574264,1,"hi",0,134,0
"PB",2012,"any_combo","total_grooming","undirected",70.4464285714286,1,22,0.337662337662338,"M","PU",NA,1995-01-24,1995-02-24,NA,17.4346338124572,0.295784543532787,"lo",NA,NA,NA
"PG",2012,"any_combo","total_grooming","undirected",33.3714285714286,0.961456218695953,19,0.432748538011696,"M","PU",NA,1988-11-11,1988-12-24,2013-05-24,23.6358658453114,0.635441061784153,"med",NA,NA,NA
"PO",2012,"any_combo","total_grooming","undirected",0,0.160114519425741,2,1,"F",NA,NA,1998-03-04,2011-03-01,NA,14.3271731690623,0.184857142748,"lo",11,91,0.120879120879121
"QT",2012,"any_combo","total_grooming","undirected",4.00952380952381,0.612218920081162,10,0.666666666666667,"F",NA,NA,1992-06-20,2005-06-17,NA,20.0301163586585,0.487810004349727,"med",0,134,0
"RD",2012,"any_combo","total_grooming","undirected",1.81666666666667,0.380571869108729,7,0.619047619047619,"F",NA,NA,1995-10-16,2008-10-12,2017-01-13,16.7091033538672,0.0260763825273224,"lo",0,85,0
"ST",2012,"any_combo","total_grooming","undirected",0.416666666666667,0.53657211718077,8,0.857142857142857,"M",NA,NA,1955-07-02,1983-07-02,2013-06-01,56.9993155373032,0.48250065065847,"med",NA,NA,NA
"TG",2012,"any_combo","total_grooming","undirected",2.51468253968254,0.771555459848798,12,0.757575757575758,"F",NA,NA,1980-05-17,1993-05-14,NA,32.1232032854209,0.925779139161202,"hi",0,149,0
"TJ",2012,"any_combo","total_grooming","undirected",10.3452380952381,0.749329307834558,13,0.564102564102564,"M","TG","AJ",1995-08-13,1995-08-13,NA,16.8843258042437,0.450884725453552,"med",NA,NA,NA
"TU",2012,"any_combo","total_grooming","undirected",1.55515873015873,0.720223178534819,11,0.8,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,51.9972621492129,0.554774915081967,"med",NA,NA,NA
"UM",2012,"any_combo","total_grooming","undirected",0,0,0,0,"F",NA,NA,1982-12-31,1995-12-28,NA,29.5003422313484,0.560980003163934,"med",0,45,0
"WA",2012,"any_combo","total_grooming","undirected",0,0.207601869827994,3,1,"F",NA,NA,1991-11-29,2004-11-25,NA,20.5886379192334,0.0470936166038251,"lo",0,44,0
"WL",2012,"any_combo","total_grooming","undirected",0.277777777777778,0.343694431342317,5,0.8,"F",NA,NA,1992-10-27,2005-10-24,NA,19.6769336071184,0.780490001923497,"hi",0,122,0
"YB",2012,"any_combo","total_grooming","undirected",29.3464285714286,0.862619017723917,15,0.59047619047619,"M",NA,NA,1973-07-02,1983-07-02,NA,38.9979466119097,0.400286234871585,"med",NA,NA,NA
"AJ",2013,"any_combo","total_grooming","undirected",7.85198412698413,0.87871619416256,10,0.511111111111111,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,38.9979466119097,0.889062170660274,"hi",NA,NA,NA
"AL",2013,"any_combo","total_grooming","undirected",0,0.337491917512494,3,1,"F",NA,NA,1981-04-24,1994-04-21,NA,32.186173853525,0.686105675032877,"med",15,137,0.109489051094891
"BB",2013,"any_combo","total_grooming","undirected",2.43730158730159,0.624822794108318,7,0.523809523809524,"M",NA,NA,1966-07-02,1983-07-02,NA,46.9979466119097,0.870489236827397,"hi",NA,NA,NA
"BL",2013,"any_combo","total_grooming","undirected",0,0,0,0,"F",NA,NA,1960-07-02,1993-05-24,2016-06-04,52.9965776865161,0.758277886550685,"hi",0,143,0
"ES",2013,"any_combo","total_grooming","undirected",15.7714285714286,0.880737253725945,11,0.418181818181818,"M","EK","AJ",1994-07-02,1996-03-03,NA,18.9979466119097,0.855763460189041,"hi",NA,NA,NA
"LK",2013,"any_combo","total_grooming","undirected",48.3003968253968,1,14,0.296703296703297,"M","LP",NA,1983-07-02,1983-07-02,NA,29.9986310746064,0.83163881769863,"hi",NA,NA,NA
"LN",2013,"any_combo","total_grooming","undirected",8.975,0.507635117616765,6,0.4,"F",NA,"Tyner (Ngogo)",1995-08-17,2008-08-13,NA,17.8726899383984,0.186379647632877,"lo",0,202,0
"ML",2013,"any_combo","total_grooming","undirected",0.2,0.228279495397767,3,0.666666666666667,"F",NA,NA,1996-01-18,2009-01-14,NA,17.45106091718,0.502426614465753,"med",0,200,0
"MU",2013,"any_combo","total_grooming","undirected",0.444444444444444,0.274552062226707,3,0.666666666666667,"F",NA,NA,1970-07-02,1990-02-02,2014-04-29,42.9979466119097,0.400547945408219,"med",0,118,0
"MX",2013,"any_combo","total_grooming","undirected",1.25,0.322011022131529,4,0.5,"M","MU","SL",1998-01-15,1999-01-09,NA,15.4579055441478,0,"lo",NA,NA,NA
"NP",2013,"any_combo","total_grooming","undirected",9.16507936507936,0.436035009657503,6,0.266666666666667,"F","NL","LK",2000-02-09,2000-02-11,NA,13.3908281998631,0,"lo",0,183,0
